target,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100,var_101,var_102,var_103,var_104,var_105,var_106,var_107,var_108,var_109,var_110,var_111,var_112,var_113,var_114,var_115,var_116,var_117,var_118,var_119,var_120,var_121,var_122,var_123,var_124,var_125,var_126,var_127,var_128,var_129,var_130,var_131,var_132,var_133,var_134,var_135,var_136,var_137,var_138,var_139,var_140,var_141,var_142,var_143,var_144,var_145,var_146,var_147,var_148,var_149,var_150,var_151,var_152,var_153,var_154,var_155,var_156,var_157,var_158,var_159,var_160,var_161,var_162,var_163,var_164,var_165,var_166,var_167,var_168,var_169,var_170,var_171,var_172,var_173,var_174,var_175,var_176,var_177,var_178,var_179,var_180,var_181,var_182,var_183,var_184,var_185,var_186,var_187,var_188,var_189,var_190,var_191,var_192,var_193,var_194,var_195,var_196,var_197,var_198,var_199
1.0,17.8016,-6.5234,12.4591,7.89,11.1111,-13.8289,5.2887,15.9704,0.0593,8.6197,-2.4401,-14.4813,13.5968,2.2705,10.292,15.2081,6.1412,-16.3256,8.4453,19.4501,8.8829,12.9239,4.8654,2.9605,13.4578,14.1219,-6.18,-2.6224,4.8912,2.7016,7.2481,8.5544,0.4081,17.6349,12.1026,-5.8051,-0.3754,7.153,13.943,-3.2337,-6.6778,10.0859,10.7979,12.1285,5.3277,0.0659,16.005,-18.3783,18.8176,10.5835,14.0932,14.5723,7.4592,7.7774,9.1859,13.8641,11.7024,6.3867,8.5909,9.2011,5.1765,-17.1057,0.3895,1.3905,6.6019,-2.2958,6.7096,18.4137,5.0199,-6.7339,35.9255,0.7596,6.6883,11.9601,12.261,11.483,4.8428,21.9639,7.8423,14.2589,3.2361,9.942,9.9311,10.3855,5.3712,19.8434,8.9863,9.545,5.7326,7.2205,0.0633,7.0856,6.076,10.7551,7.2776,1.3724,28.2804,11.8918,2.3214,0.2792,1.946,15.6195,8.0455,1.7523,14.7469,3.0123,11.8697,25.5015,14.3494,18.8845,6.7043,4.5776,1.6153,1.9991,3.513,0.6669,1.7222,19.1241,-6.6289,3.9316,30.4584,9.365,-8.6193,-5.1735,1.9462,12.4767,12.1937,-1.9271,0.8519,12.3571,12.8352,0.3464,5.6917,6.9926,-9.2431,-15.9318,38.9485,10.5911,-5.0514,13.5152,-0.985,8.8445,2.5925,12.8705,7.2238,11.176,6.0798,-10.2848,3.6268,-3.2267,17.3994,13.7764,5.6335,17.3575,12.0731,-5.631,13.3307,-3.8489,32.0366,9.6535,22.728,5.7209,7.1897,8.8465,-2.3824,22.7186,2.962,-0.214,2.3899,5.7075,4.9955,-12.0926,9.1801,-2.8535,17.3464,15.0859,-11.5206,10.9946,5.3711,1.4058,-5.8044,9.9312,-11.1524,1.7272,7.4081,-3.6242,10.8441,-29.7377,16.2562,0.6795,11.0454,5.2438,3.8396,-0.104,18.3086,-2.4301,3.5645,9.7471,14.9572,0.8816
1.0,16.7987,-7.825,8.6254,2.6789,12.0024,-14.8147,6.1082,12.2875,2.0419,5.9343,-2.7601,3.945,13.5988,13.1698,6.4051,15.1872,8.3331,-16.721,16.6555,11.1373,23.6546,16.2769,11.0295,2.7187,10.7381,13.8126,-10.445,-2.4928,5.6347,6.4747,4.8437,9.3481,1.0835,11.431,10.6011,12.7371,3.526,7.2796,7.7906,2.7586,-12.3546,10.4448,11.6995,11.7503,16.0522,-0.9795,11.9468,-27.1697,16.4002,31.8137,12.4623,14.8649,-11.1995,6.5847,0.9194,12.5099,19.4317,5.3652,1.6109,8.8053,13.675,-32.6473,3.3564,-7.8203,6.0066,-0.6623,6.9474,15.5552,5.0228,-0.2918,22.3759,0.5281,6.5206,20.6134,34.219,17.726,-13.2966,18.1517,6.3248,11.9467,11.4667,14.9816,-7.7181,5.4169,5.8289,21.1318,17.2884,11.756,5.6367,8.4371,-28.0431,7.025,9.6539,9.5467,13.591,1.1342,14.2891,30.4222,1.6395,-1.029,-19.5055,14.0125,32.5496,1.5597,10.6212,2.8594,6.9555,20.663,14.3226,17.8246,3.7963,6.7605,6.3146,6.5654,2.1816,6.0808,3.0258,12.2963,-15.0672,7.2274,27.9329,8.7156,7.8781,12.4885,8.6892,11.9773,12.4667,0.5582,-3.8228,15.22,13.4278,0.4954,9.387,7.0316,-15.9408,-18.748,17.4278,16.7307,0.6855,7.6167,1.3908,0.4429,12.5437,13.6594,7.756,12.1937,9.6423,-0.9329,4.1061,-0.8924,13.7494,5.4399,10.8376,16.9834,5.4882,3.4999,12.5739,-0.8754,19.2286,9.6144,21.6658,5.5521,2.7238,14.3429,-3.6001,21.58,3.5735,-1.8494,6.7295,5.1027,-3.7289,0.0404,29.1144,-7.5003,14.8249,13.687,2.1592,8.4885,0.909,4.0808,-5.595,11.0024,6.6136,10.5385,5.5618,-13.2702,6.5696,-2.205,18.3817,-0.6585,9.6167,8.4893,3.4961,0.6347,20.2471,-1.2315,9.022,7.2693,15.9986,9.6823
0.0,9.3282,-3.7882,8.4569,8.6976,11.0894,-16.4888,5.5315,12.8897,4.2529,8.2072,6.1122,-2.53,13.9408,6.2773,6.4843,14.2883,10.606,-4.1898,23.5178,8.8593,16.8059,6.5962,2.6966,2.5587,6.6735,13.8499,-5.3714,0.4566,5.8244,7.0751,-7.1846,6.1767,1.3718,19.3266,11.6306,-4.2476,6.3032,5.6578,9.9688,1.7238,-2.1679,7.7735,11.2317,11.9342,10.4671,-9.0818,11.9772,-6.9244,19.7402,10.9333,13.0311,5.1881,-0.3074,6.4827,4.3045,11.3266,15.4466,6.9857,6.3779,8.9511,16.0082,-8.9114,-1.5822,0.1006,8.5426,8.5573,8.4206,7.3946,5.0207,-2.5464,29.4156,1.1395,-2.1182,26.3759,5.1459,23.3782,17.3753,13.9145,4.8089,15.088,-2.3783,14.0424,-9.7428,-6.0293,-10.6161,20.363,17.6847,16.3883,7.0882,6.7026,-42.2384,6.9531,11.3331,10.2692,10.4195,0.0647,14.5258,-0.1781,1.4848,-1.384,15.8067,12.8813,24.5102,1.562,9.0722,4.595,7.0823,27.1158,14.5148,21.3548,10.2372,4.6559,3.8106,14.6879,4.4555,1.9679,3.6381,10.3417,4.64,0.496,29.4577,13.3063,-1.3635,4.835,6.8202,12.3479,12.3207,-0.3537,-4.2522,19.5259,13.0054,0.777,6.4315,6.9743,9.271,-7.3174,7.7878,17.5219,-3.1062,16.3939,0.4366,-3.4971,4.9935,13.6799,7.2621,7.7065,8.1728,-7.6209,4.3355,-4.792,18.2346,13.319,10.3679,20.2317,4.9821,-5.0437,12.493,4.3489,27.9003,13.0924,48.8708,6.1308,6.1606,20.0156,-11.98,10.9497,3.107,-14.9425,8.4437,5.0215,-6.8475,2.6155,22.9533,-9.0931,24.7083,8.218,5.2698,11.7841,0.5654,-1.3498,-6.2629,10.3844,-1.2024,6.6412,5.4576,0.9528,11.6084,-10.4456,9.2487,0.1886,2.5844,6.5992,3.3806,-0.6427,15.6355,0.0877,1.5865,6.7672,16.0477,-3.0651
1.0,11.1171,0.1262,14.2451,4.2643,14.5864,-18.1516,4.078,17.4854,4.1433,8.2658,-2.5682,2.7081,14.3664,5.1467,9.6594,14.5588,13.2561,-1.8024,31.0517,5.2448,14.7788,14.3809,4.4228,2.2813,6.0327,13.3993,2.5613,-2.7923,6.1441,5.3448,-10.8319,12.1004,1.7055,22.8287,11.5978,6.4577,-0.3983,7.0233,17.8526,0.6505,-16.2056,6.0478,11.1793,11.4379,-3.649,-7.2364,7.6094,-9.0729,42.6938,31.9545,12.3408,17.5862,-8.5099,5.5881,-3.6844,5.5432,12.6903,6.3036,5.4844,8.2307,14.1924,0.0144,-0.7679,4.3553,6.4868,5.5033,4.9979,10.3633,5.0214,-0.6075,47.4276,0.8047,1.262,19.835,39.7537,11.3788,-6.2177,15.9187,8.115,12.5939,12.6137,14.4258,-1.4364,-13.2422,-2.4889,23.3701,19.0198,19.5898,10.9008,5.1083,-25.4121,6.7683,19.7597,10.2768,10.124,-0.2593,13.796,2.8912,2.1619,0.7991,8.1675,12.4808,24.716,1.6306,7.349,3.4946,10.1703,20.1177,14.2284,19.8953,4.5689,6.596,3.4911,-1.2624,1.9642,2.7469,0.1647,20.6256,-9.5293,11.3273,15.3674,13.1469,-1.1248,0.3859,7.4647,12.5092,13.302,2.9117,1.2491,19.8674,11.5222,0.8328,4.4478,6.5089,-9.5453,-16.4096,18.6661,8.9213,-2.2171,12.2898,-2.0582,7.1574,6.2188,5.2381,9.4811,6.8328,6.228,7.7886,3.8851,2.7246,14.5329,7.8013,7.7654,18.4284,3.6411,5.1768,13.487,-8.1573,13.5068,11.9237,43.0002,5.4793,5.8395,8.4802,-2.1208,24.2047,2.4478,-6.4788,9.4131,5.7349,2.768,-9.8969,6.3876,6.5946,20.9164,14.046,-0.3513,13.583,0.3213,2.5485,-4.1477,10.5428,-19.582,5.0939,-0.96,-3.3508,10.4985,-26.6231,18.2041,-0.2284,9.8929,7.8447,0.2199,-2.9758,20.3219,-0.0247,8.3189,7.7269,13.5158,-18.6541
1.0,10.2601,2.6334,6.97,6.6507,11.4193,-15.0061,4.1568,23.2573,6.425,8.7732,8.0837,0.1538,13.8468,16.0606,9.1256,14.0476,8.9762,-3.5011,34.2235,21.988,21.2468,22.6526,0.4906,2.9923,8.9767,13.7088,-5.4075,0.5043,5.6675,1.418,-10.5563,6.8621,1.221,13.532,10.4779,5.0894,5.2406,8.3319,11.8275,2.283,-2.3621,18.0515,11.867,11.5377,11.8801,-2.5949,11.0144,-2.8465,14.5914,3.6553,12.6073,4.1091,1.7701,5.0865,-1.6353,12.4174,18.6625,7.9355,2.7322,9.4128,14.2944,-17.5926,-0.3456,-1.4405,6.041,-1.2518,5.3085,6.2857,5.0144,-2.2563,37.7357,0.9221,-0.732,26.6919,-5.542,13.9818,2.2931,26.7918,6.2527,15.2138,-4.5316,15.5247,-13.0354,2.0191,8.3368,23.7072,8.9023,15.1498,12.1302,6.7018,-35.9148,7.0258,7.8894,10.7303,8.6795,0.6316,13.1798,-8.512,1.8197,-0.8954,4.1455,23.1689,21.9618,1.6919,13.2063,4.9835,6.6843,12.5681,14.2624,17.5868,8.6575,6.3189,4.6372,6.8089,3.3233,5.076,0.9278,1.636,-6.3547,8.5041,34.565,11.5408,-2.2334,16.8283,2.0741,12.554,13.2844,2.8088,1.1218,16.8256,10.9877,0.0968,9.6784,7.208,-8.2413,-14.7305,21.6178,6.0264,2.9221,10.8681,5.2926,8.3528,15.3706,10.6088,8.0091,7.6192,11.8152,-7.1382,3.6846,-7.0518,18.9607,16.1208,2.7148,14.8669,3.2251,-10.4767,12.4048,-10.0087,19.7629,8.1677,27.8696,5.3167,4.3837,8.2067,-9.0851,12.5088,2.8874,2.025,1.8463,5.9177,-1.8732,-4.9224,13.7762,-13.125,12.4952,13.97,12.2949,14.826,-4.5328,1.8437,9.1455,10.3745,0.7571,2.5606,9.7374,-11.4605,17.0257,-3.3154,12.2963,1.6799,3.8517,10.1071,2.4698,10.4574,13.7037,2.669,5.4891,8.348,17.8729,1.0573
1.0,6.1621,2.1083,11.5412,7.835,13.1986,-2.2282,5.8979,10.3414,-2.5017,7.8555,-12.0368,7.593,14.0063,3.8101,7.412,14.1144,13.4047,-2.6365,28.5723,8.4548,11.6499,10.8887,2.7206,3.5405,19.1332,13.7147,-5.6828,-0.4642,5.294,5.6299,-12.6365,7.0015,-5.8672,18.1048,11.9027,7.1749,-0.9002,6.9051,5.4769,-1.6437,-0.7208,14.1154,11.2241,10.9186,10.9113,8.3924,8.6364,-1.7996,5.4716,12.2414,13.1118,30.0674,5.9976,5.1856,-2.7312,10.4642,11.9937,6.1008,-0.0073,9.3998,5.531,-17.3889,3.2086,-2.2746,7.0336,-3.0998,6.2403,17.5623,5.0226,-2.0602,40.2342,0.3536,-3.5117,13.9299,13.1071,26.8994,-9.6125,18.7823,5.2677,13.3327,15.3803,14.3397,-6.7772,10.2208,-5.3336,19.3792,17.5627,4.8951,5.3764,3.7817,-3.8909,6.8163,21.5737,10.3722,12.4488,-0.9114,6.5605,26.541,2.2705,-0.3277,-17.941,22.0066,31.2731,1.993,12.3129,4.3676,7.5475,17.825,14.148,15.7972,2.6318,7.7316,3.275,9.2916,2.2033,-2.1966,2.4825,6.2106,5.4383,0.1384,20.1181,10.1013,-0.4477,2.2857,8.9538,12.1867,13.5057,1.8415,-2.0627,16.7907,13.1061,0.6445,8.79,6.5176,1.7987,3.1843,17.6309,13.5806,-1.4261,2.3039,2.8651,-8.4005,18.6354,9.5048,10.3978,3.2301,6.1579,8.027,4.1335,2.1654,13.7672,0.1855,9.4097,12.8637,3.6196,-2.4145,14.4601,-0.6552,1.2974,2.9514,28.5746,6.0183,5.4573,21.599,-7.2764,21.5685,2.7776,-4.1212,4.2956,5.2509,0.0775,-10.4576,16.4846,-1.9171,27.3506,9.1905,1.6228,8.3355,17.457,-1.5338,9.5166,10.32,-6.0589,11.0516,9.4249,-2.317,8.4578,-22.3529,17.67,0.8272,13.6638,10.7672,1.0638,1.6011,16.3137,1.6567,-5.1785,8.5548,11.3575,-1.0298
0.0,12.2764,-0.6342,8.7989,10.2396,11.7635,0.8684,4.6002,17.3936,-1.4753,7.5555,2.9648,0.5912,14.0716,12.7885,4.0461,13.8993,5.0116,-15.9719,8.0191,18.5615,14.8888,19.4677,-2.4471,2.979,9.4702,13.6755,-14.131,-3.8835,5.0478,4.5252,-5.1299,10.4157,-0.7898,12.1153,10.8045,6.637,-2.3891,2.3025,9.1894,4.7922,-15.3446,10.7759,10.8868,11.2971,12.9564,-42.9518,7.6452,-0.0916,27.8653,19.1746,12.4346,21.8442,-14.439,5.3837,3.4748,17.3186,19.9471,5.5706,-0.608,8.8009,14.9905,1.4139,2.2112,2.4497,5.5691,8.1214,5.2449,11.3136,5.0182,-5.9825,5.4038,0.4173,-0.8085,10.7441,29.9895,14.1066,7.8707,20.534,3.6084,15.3906,6.0249,13.8644,-15.8972,3.0235,0.7803,13.8291,4.5865,5.5914,8.5493,0.0894,-28.2027,6.9011,7.0859,10.6391,12.5909,0.2018,28.2836,17.3263,2.0141,-3.2976,10.7117,16.5664,23.3992,1.6588,9.741,3.5228,7.5541,34.7586,13.8049,24.747,-0.9273,6.4953,5.4815,7.0554,4.619,3.1845,5.8831,7.67,-17.2447,1.571,35.5918,10.3028,0.034,9.686,-0.0997,12.2623,13.2583,-0.1182,1.9903,12.7224,13.3545,-0.201,6.0035,6.7023,-4.9746,-11.6109,41.5192,14.6296,-3.3046,1.0361,0.1255,2.6442,17.9832,15.8411,8.1244,3.0246,10.4728,-14.5786,4.0568,14.4838,19.1059,10.127,4.5145,17.2481,14.7473,-2.5722,12.432,-10.0047,15.3254,11.318,26.755,5.3292,6.6848,18.3838,-0.7003,17.2599,3.5779,-3.3357,0.9945,4.9579,-6.6176,-0.174,13.562,-9.4831,15.8835,11.1101,12.5742,14.8807,-17.8332,3.9315,9.9295,11.0707,-14.8683,13.7592,20.7288,0.3604,4.662,-23.4006,16.6902,1.755,1.0918,9.4393,1.3337,9.3704,14.3493,-0.111,1.0045,8.9147,18.7222,6.4779
1.0,13.4748,3.7337,16.5886,6.8111,11.0546,-2.5912,6.249,20.7186,-6.8565,5.0657,5.0516,-6.4751,14.0714,2.8918,7.973,14.495,8.1947,-12.4494,28.8033,16.0999,14.4607,14.0035,8.3187,2.2711,4.5231,13.2682,-11.0911,-1.6579,3.8668,1.8856,-11.7397,10.453,-3.7353,10.2743,12.3615,6.2235,1.4281,3.7668,15.9052,5.6397,11.0418,11.7396,11.3149,11.8957,8.187,-31.4502,16.5452,-9.9567,5.7418,15.3693,12.7198,12.7156,0.1635,4.5922,6.1157,8.267,20.5614,5.6059,1.7623,7.7213,14.5732,-30.7601,0.1241,-1.2752,7.2555,0.2948,5.7565,17.305,5.0134,-4.5351,34.6031,0.8511,4.3023,28.7212,18.4109,24.2035,9.9243,18.3254,4.5235,14.0191,2.7467,9.6338,-9.3533,-3.9455,7.2786,16.4947,8.5275,3.3233,10.7095,5.1897,-22.052,7.1441,9.5688,10.2924,14.6398,0.2893,28.1001,-5.4327,2.3532,-3.6634,-1.4828,12.3307,26.6212,1.2769,13.4426,3.5976,9.5911,14.3792,14.0762,18.981,-2.1861,7.4745,2.5416,2.3569,2.7555,1.6558,-1.7809,6.6111,3.6758,5.6639,13.1631,10.4173,4.6407,4.2474,5.1038,12.299,12.029,-2.0156,3.1252,16.3239,12.0576,0.6314,8.1081,7.4013,-5.0278,-5.5334,22.1458,29.2187,1.9614,4.9925,-2.63,0.8791,15.1461,10.721,10.3798,9.2897,8.3126,-14.2515,3.5199,20.5173,18.5563,15.2456,2.8649,14.5108,0.5845,-7.7921,13.0764,-10.133,20.5752,11.7689,42.1007,5.7535,4.2699,20.7309,-2.5628,27.0131,3.1975,-2.1851,6.9655,5.069,-1.071,2.5722,28.4066,6.0713,16.163,9.9418,2.2055,10.4773,-16.0592,3.6987,-1.8264,9.1409,-12.062,10.603,24.1791,2.0606,7.3793,-22.1478,24.4466,0.6115,1.6923,5.4615,-1.0328,-2.4028,19.741,1.858,6.1894,10.1876,20.1645,-3.5771
1.0,10.0241,-4.8203,12.96,8.2392,11.5927,-11.7547,4.8428,18.4357,-1.1114,6.5146,-2.3693,2.1412,14.1555,2.5113,10.2382,13.875,14.309,-8.6289,5.3228,28.4354,6.5779,1.8855,-2.2089,2.9071,11.4153,13.4305,-7.4529,0.7914,5.5166,7.2155,-0.4026,11.9809,0.5425,13.6253,10.5216,2.8147,1.8778,7.4794,6.7774,1.3294,0.3603,6.4591,12.3384,11.8723,15.806,-20.797,13.4455,-28.0955,1.9683,24.4343,12.3322,5.5684,-8.131,5.8521,13.6392,7.0094,10.3759,5.7412,4.9442,8.2579,10.2999,-19.3237,1.6584,1.8419,6.6117,3.3217,4.6407,0.1907,5.0223,-7.413,20.633,0.8382,-3.294,17.9546,21.1911,23.9961,7.4427,21.8813,4.4709,14.2696,19.8511,14.048,14.0946,11.9672,-3.6593,19.2082,11.018,10.3196,8.4111,4.3581,-16.5685,6.9997,9.687,10.0474,17.7632,1.1005,15.6132,13.5663,0.351,0.654,9.5369,15.7694,16.3352,1.5449,14.7587,4.9705,4.8545,29.0375,14.2976,15.3234,4.5736,7.1433,3.7813,9.8784,3.3442,0.2185,4.7994,16.6135,-12.4713,-0.9672,45.7513,14.3062,-0.6223,14.0682,7.1515,11.9697,12.9024,3.8488,-4.4769,20.6532,12.9106,1.0805,6.1708,6.9627,-3.549,3.8204,23.0434,18.699,6.7145,9.2681,-1.6625,-11.9475,1.4313,9.2861,8.9714,12.999,7.1416,-3.6385,3.6354,2.3215,11.9312,7.5731,10.2103,19.2964,6.4861,1.217,15.8484,-10.9942,28.3546,7.9743,19.0516,5.8707,7.0604,15.5985,3.1677,18.2618,2.325,-5.429,6.0383,5.7276,6.3828,-4.3953,6.5553,9.2976,27.2429,13.8862,3.2339,7.9468,6.5045,6.038,-0.8693,11.2098,-4.9381,4.5125,4.5404,-3.1947,7.1868,-9.855,13.238,-0.27,-3.4601,7.5556,-0.3308,-1.4111,16.2014,-1.7835,8.1694,10.6485,18.1822,7.7007
0.0,9.4274,0.1789,15.8779,8.9843,11.314,-13.7949,5.4021,14.5503,-1.2372,6.3497,6.5609,1.628,13.5545,5.6566,4.028,15.1904,8.6258,0.1749,10.2746,25.3127,6.0793,13.7428,4.4257,2.3713,13.7449,13.9621,2.0733,-3.9448,5.8904,0.2968,-16.7096,6.937,-2.7921,14.7358,11.3958,-2.7462,3.5684,7.9064,11.9709,-1.9857,-17.0779,10.9765,12.2459,12.1632,16.0677,-27.7407,9.9419,-19.9217,4.0994,9.6829,12.6983,20.7292,-9.4501,4.7774,-17.0299,16.6279,14.916,5.7618,-0.9409,9.7156,11.1815,-12.4882,-1.464,3.7613,5.8568,1.6075,4.2083,5.7985,5.0135,-2.4778,33.6307,0.943,1.7981,20.1585,25.5972,14.2516,17.4404,18.1839,6.5276,15.7722,15.7428,13.6965,14.1652,-4.1316,9.2559,23.1318,-1.3671,10.733,11.575,5.1943,-18.3178,7.325,8.9745,10.9068,9.4586,0.2919,23.5631,33.5855,3.1707,-2.5379,0.9073,13.0743,21.6193,1.5906,12.7252,4.1229,8.2022,27.9868,14.4609,22.6881,9.0457,7.0585,5.1999,2.1272,1.9688,2.5054,2.5763,-2.7344,-11.3758,-3.8336,33.7472,14.111,0.4035,11.934,3.5419,13.0942,12.2574,-1.433,-4.8657,19.1491,11.7553,-0.5751,5.2817,6.7899,-7.2914,11.7456,34.2478,24.6442,-5.123,12.0545,9.0915,14.4905,8.4546,10.7071,8.2695,11.0267,13.368,-5.755,4.1493,-11.7552,19.3207,14.4095,7.4607,15.433,14.3989,-11.4133,12.0192,-6.908,4.5204,12.1005,45.6735,5.5623,6.2112,20.929,1.8638,20.2772,2.6253,-0.9296,5.2664,5.8833,1.829,-2.2445,32.6959,-1.9657,13.6665,16.6708,-0.889,13.8783,4.5212,7.5182,3.3216,9.0386,10.0536,5.4495,1.0457,-2.6779,1.8556,-2.5444,17.2145,0.8953,3.3776,8.276,0.5855,4.7503,23.1301,-1.5776,2.8828,9.489,15.685,3.1203
0.0,8.8234,3.2396,13.8282,5.3916,8.3616,-3.7566,4.7737,17.7835,-6.8426,5.6084,6.193,7.3989,14.0087,13.2543,5.2315,14.6786,11.5631,-8.2529,23.0752,12.8372,10.746,31.3116,8.0271,2.386,12.2038,13.704,-3.8144,0.7659,5.5882,4.7369,-5.6097,6.3754,-0.0463,18.0011,11.557,3.7391,5.7397,5.0787,9.7856,9.7116,-6.7383,12.7977,11.7019,11.5375,6.3844,-5.9444,15.1739,5.3342,-3.714,25.5595,12.2589,11.6378,-4.9801,6.2587,8.8253,16.1095,10.105,4.838,-4.9651,8.6076,8.0689,-18.7614,1.2909,4.5842,4.7694,6.0103,7.3804,3.8037,5.0141,-4.279,28.6566,0.417,-2.9525,3.7167,26.1532,12.5025,6.0686,22.393,9.8622,13.0487,7.0341,12.5272,-1.4716,5.0765,9.2555,13.9228,3.0375,6.4463,7.998,-3.1731,-17.9857,6.9591,15.012,10.088,8.6699,0.2694,30.5274,10.7981,1.346,0.6376,-2.6613,12.3917,20.0333,1.6601,12.1331,3.3672,9.1706,8.9839,14.1369,12.9569,-2.2369,8.6513,3.3949,2.2119,3.8956,-0.633,1.1669,-0.8898,-8.8667,6.5374,17.0992,10.2782,5.7644,2.5136,4.1278,12.1507,13.0037,6.6848,0.2766,11.3224,12.9449,-0.5182,7.2711,6.9283,-6.3537,-16.0089,19.8607,24.8401,-1.2572,11.3838,-3.5623,-5.1941,10.5449,13.4947,8.8653,2.5845,11.7208,4.2022,3.9817,3.5532,20.0837,8.843,4.2218,19.6783,1.7213,-8.5479,11.9599,-6.1388,13.3223,6.4823,28.3238,5.4682,5.9929,15.29,-4.0034,18.5187,2.8532,-8.3849,5.1072,5.2371,2.5516,-0.3134,36.9642,-9.1748,13.8234,8.8054,-9.8534,15.4696,-0.0873,3.9184,-0.1371,9.5295,-7.6305,8.456,19.7209,6.8894,3.1416,6.3084,12.5609,1.3946,-1.9697,5.4292,2.8539,2.454,18.6968,1.7907,6.1105,6.756,18.172,-16.8369
0.0,10.6648,-10.2801,6.7968,8.1135,12.237,-4.9397,6.4281,15.9308,-2.0601,7.4423,7.7715,-8.7951,14.4708,12.543,10.798,14.9531,8.8339,-4.8822,9.9648,24.3597,7.2927,11.4026,4.1395,3.0374,8.4721,13.6893,0.3692,-3.5474,4.8294,5.1399,-12.2061,11.3042,-4.6081,17.5371,10.5734,-5.5787,5.0598,3.3412,12.3881,4.8918,11.7751,15.9106,10.8779,11.1681,5.1732,-13.7291,8.6189,-16.0229,11.1535,24.6483,13.018,9.5664,-3.7338,6.674,8.5928,13.6741,14.9895,6.8802,6.5167,8.4616,11.7255,-31.9308,0.2869,-2.236,8.6107,-2.5623,5.2245,16.9196,5.0217,-7.1736,24.2712,0.7294,10.2543,25.9223,39.8513,21.1977,4.9543,18.565,8.4799,13.8077,9.7339,15.0549,4.296,0.4969,-3.671,16.2258,2.6993,6.4871,9.9456,3.8605,-13.8581,6.7992,9.949,10.9947,9.2905,-0.2473,24.1457,-0.1411,1.4182,-2.6694,-17.647,17.8321,38.5618,1.6493,8.6745,4.6931,11.5836,23.3738,14.4188,18.7788,8.8658,6.1036,2.691,0.8962,3.6045,5.8318,1.3799,27.926,-2.6924,-0.1765,12.3602,13.6904,-8.6215,-0.0285,5.6086,12.0907,11.5357,1.4933,-2.8684,13.4227,11.4106,1.1667,7.0277,7.5006,-5.5431,4.1644,9.9582,33.6618,5.1475,0.7055,3.5058,2.545,9.8511,9.3716,8.6574,0.4303,6.1852,-4.4164,3.9917,-7.635,16.0027,11.912,4.1072,16.5614,8.7235,5.5033,13.9799,-6.3833,31.2895,12.1702,29.7801,5.1452,3.6231,4.2214,-3.4973,21.0771,3.1703,-8.1782,8.5221,5.7988,-4.5068,5.0715,36.6187,-9.2867,11.2752,10.9176,-2.1177,11.9713,11.5964,1.4433,-8.0792,10.3818,-13.0269,8.0756,15.1578,-3.0554,11.7894,-13.8653,14.4493,1.1466,4.5387,1.6293,3.4378,-1.1209,23.9452,-0.7651,0.1722,8.4336,15.0576,-9.3531
